CHROM,POS,fixed,pcadapt,Allele,Annotation,putative_impact,gene(s),uniprot1_id,uniprot1_gene,uniprot1_protein,uniprot1_url,uniprot2_id,uniprot2_gene,uniprot2_protein,uniprot2_url
Sc0000086,1000455,,out_GRNvISR;out_BLUvGRN,ANN=A,downstream_gene_variant,MODIFIER,pspe_0.1.m1.18262,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000086,1000502,,out_BLUvISR;out_GRNvRED;out_BLUvGRN;out_REDvISR,ANN=C,downstream_gene_variant,MODIFIER,pspe_0.1.m1.18262,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000086,1048841,,out_GRNvISR;out_REDvISR,ANN=C,downstream_gene_variant,MODIFIER,pspe_0.1.m1.18266,Q21565,amt-3 M195.3,Putative ammonium transporter 3,https://www.uniprot.org/uniprot/Q21565,NA,NA,NA,NA
Sc0000086,1048890,,out_GRNvISR;out_REDvISR,ANN=T,downstream_gene_variant,MODIFIER,pspe_0.1.m1.18266,Q21565,amt-3 M195.3,Putative ammonium transporter 3,https://www.uniprot.org/uniprot/Q21565,NA,NA,NA,NA
Sc0000086,389572,,out_GRNvISR;out_REDvISR,ANN=A,intron_variant,MODIFIER,pspe_0.1.m1.18216,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000086,941392,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,missense_variant,MODERATE,pspe_0.1.m1.18255,P49338,wnt4,Protein Wnt-4 (XWnt-4),https://www.uniprot.org/uniprot/P49338,NA,NA,NA,NA
Sc0000086,941452,,out_BLUvRED;out_REDvISR,ANN=T,3_prime_UTR_variant,MODIFIER,pspe_0.1.m1.18255,P49338,wnt4,Protein Wnt-4 (XWnt-4),https://www.uniprot.org/uniprot/P49338,NA,NA,NA,NA
Sc0000086,941511,,out_BLUvRED;out_REDvISR,ANN=T,3_prime_UTR_variant,MODIFIER,pspe_0.1.m1.18255,P49338,wnt4,Protein Wnt-4 (XWnt-4),https://www.uniprot.org/uniprot/P49338,NA,NA,NA,NA
Sc0000087,1611595,,out_GRNvISR;out_REDvISR,ANN=C,intergenic_region,MODIFIER,pspe_0.1.m1.18427-CHR_END,B2RNN3,C1QTNF9B,Complement C1q and tumor necrosis factor-related protein 9B (C1q/TNF-related protein 9B) (CTRP9B) (Complement C1q and tumor necrosis factor-related protein 9-like),https://www.uniprot.org/uniprot/B2RNN3,NA,NA,NA,NA
Sc0000087,671563,,out_BLUvISR;out_REDvISR,ANN=G,intron_variant,MODIFIER,pspe_0.1.m1.18350,P70085,cyp17a1 cyp17,Steroid 17-alpha-hydroxylase/17,20 lyase (EC 1.14.14.19) (EC 1.14.14.32) (17-alpha-hydroxyprogesterone aldolase) (CYPXVII) (Cytochrome P450 17A1) (Cytochrome P450-C17) (Cytochrome P450c17),https://www.uniprot.org/uniprot/P70085,NA,NA,NA,NA
Sc0000088,1122711,,out_REDvISR,ANN=C,missense_variant,MODERATE,pspe_0.1.m1.18532,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000088,1184230,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,intergenic_region,MODIFIER,pspe_0.1.m1.18528-pspe_0.1.m1.18549,P0DJG4,THEGL,Testicular haploid expressed gene protein-like (Theg spermatid-like protein),https://www.uniprot.org/uniprot/P0DJG4,NA,NA,NA,NA
Sc0000088,1184292,,out_REDvISR,ANN=G,intergenic_region,MODIFIER,pspe_0.1.m1.18528-pspe_0.1.m1.18549,P0DJG4,THEGL,Testicular haploid expressed gene protein-like (Theg spermatid-like protein),https://www.uniprot.org/uniprot/P0DJG4,NA,NA,NA,NA
Sc0000088,1341329,fix_REDvsBLU;fix_ISRvsRED,out_GRNvISR;out_BLUvRED;out_REDvISR,ANN=G,upstream_gene_variant,MODIFIER,pspe_0.1.m1.18554,Q91175,adra1a,Alpha-1A adrenergic receptor (Alpha-1A adrenoreceptor) (Alpha-1A adrenoceptor) (MAR1),https://www.uniprot.org/uniprot/Q91175,NA,NA,NA,NA
Sc0000088,1351276,fix_REDvsBLU;fix_ISRvsRED;fix_GRNvsRED,out_GRNvRED;out_BLUvRED;out_REDvISR,ANN=A,intergenic_region,MODIFIER,pspe_0.1.m1.18554-pspe_0.1.m1.18552,Q91175,adra1a,Alpha-1A adrenergic receptor (Alpha-1A adrenoreceptor) (Alpha-1A adrenoceptor) (MAR1),https://www.uniprot.org/uniprot/Q91175,NA,NA,NA,NA
Sc0000088,1351277,fix_REDvsBLU;fix_ISRvsRED;fix_GRNvsRED,out_GRNvRED;out_BLUvRED;out_REDvISR,ANN=G,intergenic_region,MODIFIER,pspe_0.1.m1.18554-pspe_0.1.m1.18552,Q91175,adra1a,Alpha-1A adrenergic receptor (Alpha-1A adrenoreceptor) (Alpha-1A adrenoceptor) (MAR1),https://www.uniprot.org/uniprot/Q91175,NA,NA,NA,NA
Sc0000088,1430485,fix_REDvsBLU;fix_ISRvsRED,out_GRNvRED;out_BLUvRED;out_REDvISR,ANN=G,upstream_gene_variant,MODIFIER,pspe_0.1.m1.18558,Q91175,adra1a,Alpha-1A adrenergic receptor (Alpha-1A adrenoreceptor) (Alpha-1A adrenoceptor) (MAR1),https://www.uniprot.org/uniprot/Q91175,NA,NA,NA,NA
Sc0000088,1430519,fix_REDvsBLU;fix_ISRvsRED;fix_GRNvsRED,out_GRNvRED;out_BLUvRED;out_REDvISR,ANN=C,upstream_gene_variant,MODIFIER,pspe_0.1.m1.18558,Q91175,adra1a,Alpha-1A adrenergic receptor (Alpha-1A adrenoreceptor) (Alpha-1A adrenoceptor) (MAR1),https://www.uniprot.org/uniprot/Q91175,NA,NA,NA,NA
Sc0000088,1471717,,out_BLUvISR,ANN=C,upstream_gene_variant,MODIFIER,pspe_0.1.m1.18560,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000088,148118,,out_GRNvISR;out_REDvISR,ANN=G,downstream_gene_variant,MODIFIER,pspe_0.1.m1.18443,Q8L840,RECQL4A RECQ4A RQL4A SGS1 At1g10930 T19D16.15,ATP-dependent DNA helicase Q-like 4A (EC 3.6.4.12) (RecQ-like protein 4A) (AtRecQ4A) (AtRecQl4A) (SGS1-like protein) (AtSGS1),https://www.uniprot.org/uniprot/Q8L840,NA,NA,NA,NA
Sc0000088,148146,,out_BLUvISR,ANN=A,downstream_gene_variant,MODIFIER,pspe_0.1.m1.18443,Q8L840,RECQL4A RECQ4A RQL4A SGS1 At1g10930 T19D16.15,ATP-dependent DNA helicase Q-like 4A (EC 3.6.4.12) (RecQ-like protein 4A) (AtRecQ4A) (AtRecQl4A) (SGS1-like protein) (AtSGS1),https://www.uniprot.org/uniprot/Q8L840,NA,NA,NA,NA
Sc0000088,1498846,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,intron_variant,MODIFIER,pspe_0.1.m1.18569,B4PSS5,Pde6 GE26445,cGMP-specific 3',5'-cyclic phosphodiesterase (EC 3.1.4.35),https://www.uniprot.org/uniprot/B4PSS5,NA,NA,NA,NA
Sc0000088,1498863,fix_REDvsBLU,out_GRNvISR;out_BLUvISR;out_GRNvRED;out_BLUvRED;out_REDvISR,ANN=A,intron_variant,MODIFIER,pspe_0.1.m1.18569,B4PSS5,Pde6 GE26445,cGMP-specific 3',5'-cyclic phosphodiesterase (EC 3.1.4.35),https://www.uniprot.org/uniprot/B4PSS5,NA,NA,NA,NA
Sc0000088,1498918,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,intron_variant,MODIFIER,pspe_0.1.m1.18569,B4PSS5,Pde6 GE26445,cGMP-specific 3',5'-cyclic phosphodiesterase (EC 3.1.4.35),https://www.uniprot.org/uniprot/B4PSS5,NA,NA,NA,NA
Sc0000088,1498928,fix_REDvsBLU;fix_ISRvsRED,out_GRNvRED;out_BLUvRED;out_REDvISR,ANN=T,intron_variant,MODIFIER,pspe_0.1.m1.18569,B4PSS5,Pde6 GE26445,cGMP-specific 3',5'-cyclic phosphodiesterase (EC 3.1.4.35),https://www.uniprot.org/uniprot/B4PSS5,NA,NA,NA,NA
Sc0000088,1498932,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,intron_variant,MODIFIER,pspe_0.1.m1.18569,B4PSS5,Pde6 GE26445,cGMP-specific 3',5'-cyclic phosphodiesterase (EC 3.1.4.35),https://www.uniprot.org/uniprot/B4PSS5,NA,NA,NA,NA
Sc0000088,295545,fix_ISRvsRED,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,upstream_gene_variant,MODIFIER,pspe_0.1.m1.18468,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000088,295587,,out_GRNvISR;out_REDvISR,ANN=C,upstream_gene_variant,MODIFIER,pspe_0.1.m1.18468,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000088,449560,,out_GRNvISR;out_REDvISR,ANN=G,upstream_gene_variant,MODIFIER,pspe_0.1.m1.18469,Q812E0,Cpeb2,Cytoplasmic polyadenylation element-binding protein 2 (CPE-BP2) (CPE-binding protein 2) (mCPEB-2),https://www.uniprot.org/uniprot/Q812E0,NA,NA,NA,NA
Sc0000088,449606,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,upstream_gene_variant,MODIFIER,pspe_0.1.m1.18469,Q812E0,Cpeb2,Cytoplasmic polyadenylation element-binding protein 2 (CPE-BP2) (CPE-binding protein 2) (mCPEB-2),https://www.uniprot.org/uniprot/Q812E0,NA,NA,NA,NA
Sc0000088,863988,,out_REDvISR,ANN=C,upstream_gene_variant,MODIFIER,pspe_0.1.m1.18505,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000089,1110569,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,intergenic_region,MODIFIER,pspe_0.1.m1.18674-pspe_0.1.m1.18675,Q90YB1,LIG4 RCJMB04_10b2,DNA ligase 4 (EC 6.5.1.1) (DNA ligase IV) (Polydeoxyribonucleotide synthase [ATP] 4),https://www.uniprot.org/uniprot/Q90YB1,Q9QXT3,Nat8 Cml4,N-acetyltransferase 8 (EC 2.3.1.-) (Acetyltransferase 2) (ATase2) (Camello-like protein 4) (Cysteinyl-conjugate N-acetyltransferase) (CCNAT) (EC 2.3.1.80),https://www.uniprot.org/uniprot/Q9QXT3
Sc0000089,276674,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,upstream_gene_variant,MODIFIER,pspe_0.1.m1.18599,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000089,417559,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,intergenic_region,MODIFIER,pspe_0.1.m1.18622-pspe_0.1.m1.18623,Q02388,COL7A1,Collagen alpha-1(VII) chain (Long-chain collagen) (LC collagen),https://www.uniprot.org/uniprot/Q02388,B0BN95,Harbi1,Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease),https://www.uniprot.org/uniprot/B0BN95
Sc0000090,1036630,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=G,intron_variant,MODIFIER,pspe_0.1.m1.18771,O18413,Rpt6 DUG Pros45 Ug CG1489,26S proteasome regulatory subunit 8,https://www.uniprot.org/uniprot/O18413,NA,NA,NA,NA
Sc0000090,1173833,,out_BLUvISR,ANN=G,downstream_gene_variant,MODIFIER,pspe_0.1.m1.18782,Q8N0W4,NLGN4X KIAA1260 NLGN4 UNQ365/PRO701,Neuroligin-4, X-linked (Neuroligin X) (HNLX),https://www.uniprot.org/uniprot/Q8N0W4,NA,NA,NA,NA
Sc0000091,1099258,,out_BLUvISR;out_REDvISR,ANN=A,downstream_gene_variant,MODIFIER,pspe_0.1.m1.18872,Q8R151,Znfx1,NFX1-type zinc finger-containing protein 1,https://www.uniprot.org/uniprot/Q8R151,NA,NA,NA,NA
Sc0000091,1099300,,out_REDvISR,ANN=C,downstream_gene_variant,MODIFIER,pspe_0.1.m1.18872,Q8R151,Znfx1,NFX1-type zinc finger-containing protein 1,https://www.uniprot.org/uniprot/Q8R151,NA,NA,NA,NA
Sc0000091,1119879,,out_BLUvISR,ANN=G,missense_variant,MODERATE,pspe_0.1.m1.18874,Q8R151,Znfx1,NFX1-type zinc finger-containing protein 1,https://www.uniprot.org/uniprot/Q8R151,NA,NA,NA,NA
Sc0000091,1119924,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,synonymous_variant,LOW,pspe_0.1.m1.18874,Q8R151,Znfx1,NFX1-type zinc finger-containing protein 1,https://www.uniprot.org/uniprot/Q8R151,NA,NA,NA,NA
Sc0000091,1187544,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,intergenic_region,MODIFIER,pspe_0.1.m1.18874-pspe_0.1.m1.18882,Q8R151,Znfx1,NFX1-type zinc finger-containing protein 1,https://www.uniprot.org/uniprot/Q8R151,A8E7G4,dennd10 fam45 fam45a si:ch211-117n7.2,DENN domain-containing protein 10 (Protein FAM45) (Protein FAM45A),https://www.uniprot.org/uniprot/A8E7G4
Sc0000091,1241194,,out_GRNvISR,ANN=C,intron_variant,MODIFIER,pspe_0.1.m1.18879,Q9DBV3,Dhx34 Ddx34 Kiaa0134,Probable ATP-dependent RNA helicase DHX34 (EC 3.6.4.13) (DEAH box protein 34),https://www.uniprot.org/uniprot/Q9DBV3,NA,NA,NA,NA
Sc0000091,1241201,,out_GRNvISR;out_BLUvISR;out_GRNvRED;out_REDvISR,ANN=C,intron_variant,MODIFIER,pspe_0.1.m1.18879,Q9DBV3,Dhx34 Ddx34 Kiaa0134,Probable ATP-dependent RNA helicase DHX34 (EC 3.6.4.13) (DEAH box protein 34),https://www.uniprot.org/uniprot/Q9DBV3,NA,NA,NA,NA
Sc0000091,1241258,,out_GRNvISR,ANN=G,intron_variant,MODIFIER,pspe_0.1.m1.18879,Q9DBV3,Dhx34 Ddx34 Kiaa0134,Probable ATP-dependent RNA helicase DHX34 (EC 3.6.4.13) (DEAH box protein 34),https://www.uniprot.org/uniprot/Q9DBV3,NA,NA,NA,NA
Sc0000091,1264440,,out_GRNvISR;out_REDvISR,ANN=T,intergenic_region,MODIFIER,pspe_0.1.m1.18881-pspe_0.1.m1.18890,Q9WVD0,NPY1R,Neuropeptide Y receptor type 1 (NPY1-R),https://www.uniprot.org/uniprot/Q9WVD0,Q08B63,loxl2,Lysyl oxidase homolog 2 (EC 1.4.3.13) (Lysyl oxidase-like protein 2),https://www.uniprot.org/uniprot/Q08B63
Sc0000091,128740,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,intergenic_region,MODIFIER,pspe_0.1.m1.18813-pspe_0.1.m1.18809,NA,NA,NA,NA,O43526,KCNQ2,Potassium voltage-gated channel subfamily KQT member 2 (KQT-like 2) (Neuroblastoma-specific potassium channel subunit alpha KvLQT2) (Voltage-gated potassium channel subunit Kv7.2),https://www.uniprot.org/uniprot/O43526
Sc0000091,1390010,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=G,3_prime_UTR_variant,MODIFIER,pspe_0.1.m1.18897,Q99LZ3,Gins4 Sld5,DNA replication complex GINS protein SLD5 (GINS complex subunit 4) [Cleaved into: DNA replication complex GINS protein SLD5, N-terminally processed],https://www.uniprot.org/uniprot/Q99LZ3,NA,NA,NA,NA
Sc0000091,479568,,out_REDvISR,ANN=A,downstream_gene_variant,MODIFIER,pspe_0.1.m1.18830,Q795M8,yugO BSU31322 BSU31320,Putative potassium channel protein YugO,https://www.uniprot.org/uniprot/Q795M8,NA,NA,NA,NA
Sc0000091,792317,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,intron_variant,MODIFIER,pspe_0.1.m1.18853,B8V7S0,,CUB and peptidase domain-containing protein 1 (Fragment),https://www.uniprot.org/uniprot/B8V7S0,NA,NA,NA,NA
Sc0000091,811380,,out_GRNvRED;out_REDvISR,ANN=T,intergenic_region,MODIFIER,pspe_0.1.m1.18853-pspe_0.1.m1.18854,B8V7S0,,CUB and peptidase domain-containing protein 1 (Fragment),https://www.uniprot.org/uniprot/B8V7S0,B8V7S0,,CUB and peptidase domain-containing protein 1 (Fragment),https://www.uniprot.org/uniprot/B8V7S0
Sc0000091,811407,fix_ISRvsBLU,out_BLUvISR;out_BLUvGRN;out_REDvISR,ANN=G,intergenic_region,MODIFIER,pspe_0.1.m1.18853-pspe_0.1.m1.18854,B8V7S0,,CUB and peptidase domain-containing protein 1 (Fragment),https://www.uniprot.org/uniprot/B8V7S0,B8V7S0,,CUB and peptidase domain-containing protein 1 (Fragment),https://www.uniprot.org/uniprot/B8V7S0
Sc0000091,811408,fix_ISRvsBLU,out_BLUvISR;out_BLUvGRN;out_REDvISR,ANN=T,intergenic_region,MODIFIER,pspe_0.1.m1.18853-pspe_0.1.m1.18854,B8V7S0,,CUB and peptidase domain-containing protein 1 (Fragment),https://www.uniprot.org/uniprot/B8V7S0,B8V7S0,,CUB and peptidase domain-containing protein 1 (Fragment),https://www.uniprot.org/uniprot/B8V7S0
Sc0000092,1305059,,out_REDvISR,ANN=A,synonymous_variant,LOW,pspe_0.1.m1.18982,Q8UVC3,INVS,Inversin,https://www.uniprot.org/uniprot/Q8UVC3,NA,NA,NA,NA
Sc0000092,1421125,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=G,upstream_gene_variant,MODIFIER,pspe_0.1.m1.18987,Q9H6Z9,EGLN3,Prolyl hydroxylase EGLN3 (EC 1.14.11.-) (Egl nine homolog 3) (EC 1.14.11.29) (HPH-1) (Hypoxia-inducible factor prolyl hydroxylase 3) (HIF-PH3) (HIF-prolyl hydroxylase 3) (HPH-3) (Prolyl hydroxylase domain-containing protein 3) (PHD3),https://www.uniprot.org/uniprot/Q9H6Z9,NA,NA,NA,NA
Sc0000092,1446994,,out_BLUvISR,ANN=A,upstream_gene_variant,MODIFIER,pspe_0.1.m1.18992,Q8C0Y0,Ppp4r4 Kiaa1622 Pp4r4,Serine/threonine-protein phosphatase 4 regulatory subunit 4,https://www.uniprot.org/uniprot/Q8C0Y0,NA,NA,NA,NA
Sc0000092,1556487,,out_REDvISR,ANN=G,intergenic_region,MODIFIER,pspe_0.1.m1.18986-pspe_0.1.m1.18996,P50867,cysB cysE AN8057,Cysteine synthase 1 (CS 1) (EC 2.5.1.-) (EC 2.5.1.47) (O-acetylserine (thiol)-lyase 1) (OAS-TL 1) (O-acetylserine sulfhydrylase 1) (O-succinylserine sulfhydrylase),https://www.uniprot.org/uniprot/P50867,Q96DM1,PGBD4,PiggyBac transposable element-derived protein 4,https://www.uniprot.org/uniprot/Q96DM1
Sc0000092,1556532,,out_BLUvRED;out_REDvISR,ANN=T,intergenic_region,MODIFIER,pspe_0.1.m1.18986-pspe_0.1.m1.18996,P50867,cysB cysE AN8057,Cysteine synthase 1 (CS 1) (EC 2.5.1.-) (EC 2.5.1.47) (O-acetylserine (thiol)-lyase 1) (OAS-TL 1) (O-acetylserine sulfhydrylase 1) (O-succinylserine sulfhydrylase),https://www.uniprot.org/uniprot/P50867,Q96DM1,PGBD4,PiggyBac transposable element-derived protein 4,https://www.uniprot.org/uniprot/Q96DM1
Sc0000092,1556550,,out_REDvISR,ANN=C,intergenic_region,MODIFIER,pspe_0.1.m1.18986-pspe_0.1.m1.18996,P50867,cysB cysE AN8057,Cysteine synthase 1 (CS 1) (EC 2.5.1.-) (EC 2.5.1.47) (O-acetylserine (thiol)-lyase 1) (OAS-TL 1) (O-acetylserine sulfhydrylase 1) (O-succinylserine sulfhydrylase),https://www.uniprot.org/uniprot/P50867,Q96DM1,PGBD4,PiggyBac transposable element-derived protein 4,https://www.uniprot.org/uniprot/Q96DM1
Sc0000092,1556576,fix_ISRvsRED,out_BLUvRED;out_REDvISR,ANN=A,intergenic_region,MODIFIER,pspe_0.1.m1.18986-pspe_0.1.m1.18996,P50867,cysB cysE AN8057,Cysteine synthase 1 (CS 1) (EC 2.5.1.-) (EC 2.5.1.47) (O-acetylserine (thiol)-lyase 1) (OAS-TL 1) (O-acetylserine sulfhydrylase 1) (O-succinylserine sulfhydrylase),https://www.uniprot.org/uniprot/P50867,Q96DM1,PGBD4,PiggyBac transposable element-derived protein 4,https://www.uniprot.org/uniprot/Q96DM1
Sc0000092,1556595,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,intergenic_region,MODIFIER,pspe_0.1.m1.18986-pspe_0.1.m1.18996,P50867,cysB cysE AN8057,Cysteine synthase 1 (CS 1) (EC 2.5.1.-) (EC 2.5.1.47) (O-acetylserine (thiol)-lyase 1) (OAS-TL 1) (O-acetylserine sulfhydrylase 1) (O-succinylserine sulfhydrylase),https://www.uniprot.org/uniprot/P50867,Q96DM1,PGBD4,PiggyBac transposable element-derived protein 4,https://www.uniprot.org/uniprot/Q96DM1
Sc0000093,501443,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=G,upstream_gene_variant,MODIFIER,pspe_0.1.m1.19040,P70168,Kpnb1 Impnb,Importin subunit beta-1 (Karyopherin subunit beta-1) (Nuclear factor p97) (Pore targeting complex 97 kDa subunit) (PTAC97) (SCG),https://www.uniprot.org/uniprot/P70168,NA,NA,NA,NA
Sc0000093,800778,fix_ISRvsGRN;fix_ISRvsBLU;fix_ISRvsRED,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,upstream_gene_variant,MODIFIER,pspe_0.1.m1.19059,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000093,817424,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,downstream_gene_variant,MODIFIER,pspe_0.1.m1.19057,Q28IE5,nit2 TNeu073c04.1,Omega-amidase NIT2 (EC 3.5.1.3) (Nitrilase homolog 2),https://www.uniprot.org/uniprot/Q28IE5,NA,NA,NA,NA
Sc0000093,847098,fix_ISRvsGRN;fix_ISRvsBLU;fix_ISRvsRED,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,upstream_gene_variant,MODIFIER,pspe_0.1.m1.19061,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000094,1089040,,out_GRNvISR;out_REDvISR,ANN=T,intergenic_region,MODIFIER,pspe_0.1.m1.19164-pspe_0.1.m1.19165,NA,NA,NA,NA,Q8IZ69,TRMT2A HTF9C,tRNA (uracil-5-)-methyltransferase homolog A (EC 2.1.1.-) (HpaII tiny fragments locus 9c protein),https://www.uniprot.org/uniprot/Q8IZ69
Sc0000094,1089094,,out_GRNvISR;out_REDvISR,ANN=C,intergenic_region,MODIFIER,pspe_0.1.m1.19164-pspe_0.1.m1.19165,NA,NA,NA,NA,Q8IZ69,TRMT2A HTF9C,tRNA (uracil-5-)-methyltransferase homolog A (EC 2.1.1.-) (HpaII tiny fragments locus 9c protein),https://www.uniprot.org/uniprot/Q8IZ69
Sc0000094,1095895,,out_BLUvISR,ANN=A,intergenic_region,MODIFIER,pspe_0.1.m1.19164-pspe_0.1.m1.19165,NA,NA,NA,NA,Q8IZ69,TRMT2A HTF9C,tRNA (uracil-5-)-methyltransferase homolog A (EC 2.1.1.-) (HpaII tiny fragments locus 9c protein),https://www.uniprot.org/uniprot/Q8IZ69
Sc0000094,1171011,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=G,missense_variant,MODERATE,pspe_0.1.m1.19167,Q9CQM5,Txndc17 Txnl5,Thioredoxin domain-containing protein 17 (14 kDa thioredoxin-related protein) (TRP14) (Protein 42-9-9) (Thioredoxin-like protein 5),https://www.uniprot.org/uniprot/Q9CQM5,NA,NA,NA,NA
Sc0000094,1171029,,out_BLUvISR;out_REDvISR,ANN=A,missense_variant,MODERATE,pspe_0.1.m1.19167,Q9CQM5,Txndc17 Txnl5,Thioredoxin domain-containing protein 17 (14 kDa thioredoxin-related protein) (TRP14) (Protein 42-9-9) (Thioredoxin-like protein 5),https://www.uniprot.org/uniprot/Q9CQM5,NA,NA,NA,NA
Sc0000094,20402,,out_BLUvISR,ANN=C,intergenic_region,MODIFIER,CHR_START-pspe_0.1.m1.19100,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000094,20453,,out_BLUvISR;out_BLUvGRN,ANN=A,intergenic_region,MODIFIER,CHR_START-pspe_0.1.m1.19100,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000094,26108,,out_BLUvISR;out_REDvISR,ANN=C,downstream_gene_variant,MODIFIER,pspe_0.1.m1.19100,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000094,26158,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,downstream_gene_variant,MODIFIER,pspe_0.1.m1.19100,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000094,450468,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,intergenic_region,MODIFIER,pspe_0.1.m1.19123-pspe_0.1.m1.19127,Q28309,ADORA3,Adenosine receptor A3,https://www.uniprot.org/uniprot/Q28309,D4G3R4,wapA BSNT_10605,tRNA(Glu)-specific nuclease WapA (EC 3.1.-.-) (Cell wall-associated protein) (RNase WapA) (Toxin WapA),https://www.uniprot.org/uniprot/D4G3R4
Sc0000095,1134350,,out_BLUvISR,ANN=C,intergenic_region,MODIFIER,pspe_0.1.m1.19264-pspe_0.1.m1.19270,A1A5F2,heatr5b,HEAT repeat-containing protein 5B,https://www.uniprot.org/uniprot/A1A5F2,P21329,jockey\pol pol,RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase),https://www.uniprot.org/uniprot/P21329
Sc0000095,598218,,out_GRNvRED;out_BLUvRED;out_REDvISR,ANN=T,upstream_gene_variant,MODIFIER,pspe_0.1.m1.19235,A8C750,THADA,Thyroid adenoma-associated protein homolog,https://www.uniprot.org/uniprot/A8C750,NA,NA,NA,NA
Sc0000095,751475,,out_REDvISR,ANN=A,intron_variant,MODIFIER,pspe_0.1.m1.19250,O89043,Pola2,DNA polymerase alpha subunit B (DNA polymerase alpha 70 kDa subunit) (DNA polymerase subunit II),https://www.uniprot.org/uniprot/O89043,NA,NA,NA,NA
Sc0000095,751520,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,intron_variant,MODIFIER,pspe_0.1.m1.19250,O89043,Pola2,DNA polymerase alpha subunit B (DNA polymerase alpha 70 kDa subunit) (DNA polymerase subunit II),https://www.uniprot.org/uniprot/O89043,NA,NA,NA,NA
Sc0000095,762493,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,synonymous_variant,LOW,pspe_0.1.m1.19247,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000095,762575,,out_GRNvISR;out_BLUvISR;out_GRNvRED;out_BLUvRED,ANN=A,downstream_gene_variant,MODIFIER,pspe_0.1.m1.19241,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000095,778083,,out_GRNvISR,ANN=C,intergenic_region,MODIFIER,pspe_0.1.m1.19247-pspe_0.1.m1.19248,NA,NA,NA,NA,P05094,ACTN1,Alpha-actinin-1 (Alpha-actinin cytoskeletal isoform) (F-actin cross-linking protein) (Non-muscle alpha-actinin-1),https://www.uniprot.org/uniprot/P05094
Sc0000096,1044835,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,upstream_gene_variant,MODIFIER,pspe_0.1.m1.19393,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000096,1196857,fix_ISRvsRED,out_BLUvRED;out_REDvISR,ANN=C,missense_variant,MODERATE,pspe_0.1.m1.19412,Q8CBH5,Mfsd6 Mmr2,Major facilitator superfamily domain-containing protein 6 (Macrophage MHC class I receptor 2),https://www.uniprot.org/uniprot/Q8CBH5,NA,NA,NA,NA
